Dataset,ID,essay_content,Orignal_Info,topic,Generated_MEC,Generated_DEV,Generated_VOC,Generated_REL,Generated_ORG,Generated_STY,Generated_STR
ZAEBUC,189,**Replace with orignal text from ZAEBUC**,Document_x:AR-130-97525,**Replace with topic from ZAEBUC**,5,5,5,2,5,4,5
ZAEBUC,190,**Replace with orignal text from ZAEBUC**,Document_x:AR-130-97652,**Replace with topic from ZAEBUC**,5,4,5,1,4,4,5
ZAEBUC,191,**Replace with orignal text from ZAEBUC**,Document_x:AR-130-97726,**Replace with topic from ZAEBUC**,4,3,4,2,4,4,3
ZAEBUC,192,**Replace with orignal text from ZAEBUC**,Document_x:AR-130-97823,**Replace with topic from ZAEBUC**,5,5,5,2,5,4,5
ZAEBUC,193,**Replace with orignal text from ZAEBUC**,Document_x:AR-130-97827,**Replace with topic from ZAEBUC**,4,4,4,2,4,4,5
ZAEBUC,194,**Replace with orignal text from ZAEBUC**,Document_x:AR-130-97841,**Replace with topic from ZAEBUC**,5,4,5,2,5,4,5
ZAEBUC,195,**Replace with orignal text from ZAEBUC**,Document_x:AR-130-97908,**Replace with topic from ZAEBUC**,5,4,5,2,5,4,5
ZAEBUC,196,**Replace with orignal text from ZAEBUC**,Document_x:AR-130-97947,**Replace with topic from ZAEBUC**,3,1,2,1,2,2,3
ZAEBUC,197,**Replace with orignal text from ZAEBUC**,Document_x:AR-130-97981,**Replace with topic from ZAEBUC**,4,3,3,2,4,4,3
ZAEBUC,198,**Replace with orignal text from ZAEBUC**,Document_x:AR-130-98023,**Replace with topic from ZAEBUC**,4,3,4,2,4,3,3
ZAEBUC,199,**Replace with orignal text from ZAEBUC**,Document_x:AR-130-98089,**Replace with topic from ZAEBUC**,4,4,4,2,4,3,3
ZAEBUC,200,**Replace with orignal text from ZAEBUC**,Document_x:AR-130-98135,**Replace with topic from ZAEBUC**,5,4,5,2,5,4,5
ZAEBUC,201,**Replace with orignal text from ZAEBUC**,Document_x:AR-130-98148,**Replace with topic from ZAEBUC**,4,3,4,1,3,4,3
ZAEBUC,202,**Replace with orignal text from ZAEBUC**,Document_x:AR-130-98231,**Replace with topic from ZAEBUC**,5,4,5,2,4,4,5
ZAEBUC,203,**Replace with orignal text from ZAEBUC**,Document_x:AR-130-98572,**Replace with topic from ZAEBUC**,4,3,4,2,4,4,5
ZAEBUC,204,**Replace with orignal text from ZAEBUC**,Document_x:AR-130-98675,**Replace with topic from ZAEBUC**,5,5,5,2,5,4,3
ZAEBUC,205,**Replace with orignal text from ZAEBUC**,Document_x:AR-130-98795,**Replace with topic from ZAEBUC**,5,5,5,2,4,4,5
ZAEBUC,206,**Replace with orignal text from ZAEBUC**,Document_x:AR-130-98853,**Replace with topic from ZAEBUC**,5,4,5,2,5,4,5
ZAEBUC,207,**Replace with orignal text from ZAEBUC**,Document_x:AR-130-99025,**Replace with topic from ZAEBUC**,4,3,4,2,4,3,3
ZAEBUC,208,**Replace with orignal text from ZAEBUC**,Document_x:AR-130-99201,**Replace with topic from ZAEBUC**,2,3,3,1,2,2,2
ZAEBUC,209,**Replace with orignal text from ZAEBUC**,Document_x:AR-130-99351,**Replace with topic from ZAEBUC**,4,3,4,2,4,4,5
ZAEBUC,210,**Replace with orignal text from ZAEBUC**,Document_x:AR-130-99438,**Replace with topic from ZAEBUC**,5,4,4,2,5,4,5
ZAEBUC,211,**Replace with orignal text from ZAEBUC**,Document_x:AR-130-99442,**Replace with topic from ZAEBUC**,4,3,3,2,3,3,2
ZAEBUC,212,**Replace with orignal text from ZAEBUC**,Document_x:AR-130-99590,**Replace with topic from ZAEBUC**,4,3,3,2,4,3,3
ZAEBUC,213,**Replace with orignal text from ZAEBUC**,Document_x:AR-130-99787,**Replace with topic from ZAEBUC**,4,3,3,2,4,3,3
QALB,0,**Replace with orignal text from QALB**,"Document_ID: ''S022_T4_M_Pre_NNAS_W_H_001.ar'', Original_Split:Dev",التعليم,2,3,3,1,4,2,3
QALB,1,**Replace with orignal text from QALB**,"Document_ID: ''S015_T3_M_Pre_NNAS_W_H_001.ar'', Original_Split:Dev",السفر,2,3,2,2,3,2,3
QALB,2,**Replace with orignal text from QALB**,"Document_ID: ''S020_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,2,2,2,1,2,2,1
QALB,3,**Replace with orignal text from QALB**,"Document_ID: ''S005_T3_M_Pre_NNAS_W_H_001.ar'', Original_Split:Dev",السفر,1,3,3,1,3,2,1
QALB,4,**Replace with orignal text from QALB**,"Document_ID: ''S026_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,3,4,3,2,4,3,3
QALB,5,**Replace with orignal text from QALB**,"Document_ID: ''S014_T3_M_Pre_NNAS_W_H_001.ar'', Original_Split:Dev",السفر,2,3,3,2,4,2,3
QALB,6,**Replace with orignal text from QALB**,"Document_ID: ''S003_T3_M_Pre_NNAS_W_H_001.ar'', Original_Split:Dev",السفر,3,3,3,2,2,1,3
QALB,7,**Replace with orignal text from QALB**,"Document_ID: ''S005_T4_M_Pre_NNAS_W_H_001.ar'', Original_Split:Dev",التعليم,2,3,2,1,3,2,1
QALB,8,**Replace with orignal text from QALB**,"Document_ID: ''S019_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,2,3,2,1,2,2,3
QALB,9,**Replace with orignal text from QALB**,"Document_ID: ''S015_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,2,2,2,1,1,1,1
QALB,10,**Replace with orignal text from QALB**,"Document_ID: ''S109_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,1,4,3,1,4,2,3
QALB,11,**Replace with orignal text from QALB**,"Document_ID: ''S093_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,2,4,3,2,3,2,3
QALB,12,**Replace with orignal text from QALB**,"Document_ID: ''S038_T4_M_Pre_NNAS_W_H_001.ar'', Original_Split:Dev",التعليم,4,5,4,1,4,4,3
QALB,13,**Replace with orignal text from QALB**,"Document_ID: ''S099_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,3,3,3,2,4,2,3
QALB,14,**Replace with orignal text from QALB**,"Document_ID: ''S112_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,3,3,3,1,4,3,3
QALB,15,**Replace with orignal text from QALB**,"Document_ID: ''S037_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,2,4,4,1,5,4,3
QALB,16,**Replace with orignal text from QALB**,"Document_ID: ''S144_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,2,3,3,2,3,2,3
QALB,17,**Replace with orignal text from QALB**,"Document_ID: ''S139_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,4,3,3,2,4,4,3
QALB,18,**Replace with orignal text from QALB**,"Document_ID: ''S149_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,2,4,3,1,3,4,3
QALB,19,**Replace with orignal text from QALB**,"Document_ID: ''S152_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,3,3,3,2,3,2,3
QALB,20,**Replace with orignal text from QALB**,"Document_ID: ''S141_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,3,4,3,2,4,2,3
QALB,21,**Replace with orignal text from QALB**,"Document_ID: ''S145_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,3,4,3,2,4,3,3
QALB,22,**Replace with orignal text from QALB**,"Document_ID: ''S133_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,3,4,3,2,3,2,2
QALB,23,**Replace with orignal text from QALB**,"Document_ID: ''S131_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,2,3,2,2,3,2,3
QALB,24,**Replace with orignal text from QALB**,"Document_ID: ''S186_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,3,3,3,2,4,2,3
QALB,25,**Replace with orignal text from QALB**,"Document_ID: ''S187_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,1,3,2,2,3,2,3
QALB,26,**Replace with orignal text from QALB**,"Document_ID: ''S190_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,2,2,3,2,2,2,3
QALB,27,**Replace with orignal text from QALB**,"Document_ID: ''S168_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,2,3,3,1,2,2,3
QALB,28,**Replace with orignal text from QALB**,"Document_ID: ''S161_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,2,3,2,1,2,2,3
QALB,29,**Replace with orignal text from QALB**,"Document_ID: ''S193_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,4,2,3,1,2,2,2
QALB,30,**Replace with orignal text from QALB**,"Document_ID: ''S158_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",الإسلام,2,5,3,1,3,3,3
QALB,31,**Replace with orignal text from QALB**,"Document_ID: ''S165_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,3,2,3,1,2,3,3
QALB,32,**Replace with orignal text from QALB**,"Document_ID: ''S154_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,3,4,4,2,3,3,3
QALB,33,**Replace with orignal text from QALB**,"Document_ID: ''S181_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,2,2,2,2,2,2,3
QALB,34,**Replace with orignal text from QALB**,"Document_ID: ''S159_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,2,3,3,2,4,2,3
QALB,35,**Replace with orignal text from QALB**,"Document_ID: ''S192_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,2,2,3,1,2,2,3
QALB,36,**Replace with orignal text from QALB**,"Document_ID: ''S163_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,3,4,3,2,4,3,3
QALB,37,**Replace with orignal text from QALB**,"Document_ID: ''S175_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,3,2,2,1,1,1,3
QALB,38,**Replace with orignal text from QALB**,"Document_ID: ''S160_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,3,3,3,2,2,2,3
QALB,39,**Replace with orignal text from QALB**,"Document_ID: ''S237_T2_F_Pre_NNAS_W_H_001.ar'', Original_Split:Dev",التعليم,2,4,3,2,3,2,3
QALB,40,**Replace with orignal text from QALB**,"Document_ID: ''S234_T1_F_Pre_NNAS_W_H_001.ar'', Original_Split:Dev",السفر,3,4,3,2,4,3,3
QALB,41,**Replace with orignal text from QALB**,"Document_ID: ''S222_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,3,3,4,2,2,3,3
QALB,42,**Replace with orignal text from QALB**,"Document_ID: ''S228_T2_F_Pre_NNAS_W_H_001.ar'', Original_Split:Dev",التعليم,4,3,3,2,2,2,3
QALB,43,**Replace with orignal text from QALB**,"Document_ID: ''S198_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",الإسلام,3,5,4,2,4,3,3
QALB,44,**Replace with orignal text from QALB**,"Document_ID: ''S220_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,2,2,3,2,2,2,3
QALB,45,**Replace with orignal text from QALB**,"Document_ID: ''S204_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,2,4,3,2,4,3,3
QALB,46,**Replace with orignal text from QALB**,"Document_ID: ''S209_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Dev",السفر,3,1,2,1,1,1,1
QALB,47,**Replace with orignal text from QALB**,"Document_ID: ''S197_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,2,3,2,1,3,2,3
QALB,48,**Replace with orignal text from QALB**,"Document_ID: ''S266_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,2,2,3,1,2,2,3
QALB,49,**Replace with orignal text from QALB**,"Document_ID: ''S284_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",الإسلام,3,4,3,1,3,3,3
QALB,50,**Replace with orignal text from QALB**,"Document_ID: ''S262_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,3,4,3,2,3,3,2
QALB,51,**Replace with orignal text from QALB**,"Document_ID: ''S290_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,3,4,4,2,4,3,3
QALB,52,**Replace with orignal text from QALB**,"Document_ID: ''S261_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,2,3,3,2,2,2,3
QALB,53,**Replace with orignal text from QALB**,"Document_ID: ''S295_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,4,4,3,1,3,3,3
QALB,54,**Replace with orignal text from QALB**,"Document_ID: ''S283_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,2,3,2,2,2,1,3
QALB,55,**Replace with orignal text from QALB**,"Document_ID: ''S340_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,3,5,3,2,3,2,3
QALB,56,**Replace with orignal text from QALB**,"Document_ID: ''S338_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,3,4,3,2,3,2,3
QALB,57,**Replace with orignal text from QALB**,"Document_ID: ''S325_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,3,4,3,2,4,3,3
QALB,58,**Replace with orignal text from QALB**,"Document_ID: ''S316_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,3,3,3,2,4,2,3
QALB,59,**Replace with orignal text from QALB**,"Document_ID: ''S337_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,2,3,2,1,2,2,3
QALB,60,**Replace with orignal text from QALB**,"Document_ID: ''S308_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,2,3,3,2,3,2,3
QALB,61,**Replace with orignal text from QALB**,"Document_ID: ''S307_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,2,2,2,2,2,2,3
QALB,62,**Replace with orignal text from QALB**,"Document_ID: ''S463_T2_F_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,3,5,4,2,4,4,3
QALB,63,**Replace with orignal text from QALB**,"Document_ID: ''S371_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,3,4,3,1,3,2,3
QALB,64,**Replace with orignal text from QALB**,"Document_ID: ''S360_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,1,1,1,1,1,1,1
QALB,65,**Replace with orignal text from QALB**,"Document_ID: ''S352_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,3,3,3,2,3,3,3
QALB,66,**Replace with orignal text from QALB**,"Document_ID: ''S365_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,4,4,4,1,4,4,3
QALB,67,**Replace with orignal text from QALB**,"Document_ID: ''S462_T2_F_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,2,2,2,1,1,1,3
QALB,68,**Replace with orignal text from QALB**,"Document_ID: ''S385_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,2,3,3,2,3,2,3
QALB,69,**Replace with orignal text from QALB**,"Document_ID: ''S467_T1_F_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,3,3,3,2,4,2,3
QALB,70,**Replace with orignal text from QALB**,"Document_ID: ''S465_T1_F_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,3,3,3,2,4,2,3
QALB,71,**Replace with orignal text from QALB**,"Document_ID: ''S356_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,3,2,3,2,2,2,3
QALB,72,**Replace with orignal text from QALB**,"Document_ID: ''S362_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,3,3,2,2,4,2,3
QALB,73,**Replace with orignal text from QALB**,"Document_ID: ''S358_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,3,3,3,1,3,3,3
QALB,74,**Replace with orignal text from QALB**,"Document_ID: ''S465_T2_F_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,3,4,3,2,4,3,3
QALB,75,**Replace with orignal text from QALB**,"Document_ID: ''S510_T1_M_Uni_NNAS_W_C_001.ar'', Original_Split:Dev",الإسلام,4,2,3,1,2,1,3
QALB,76,**Replace with orignal text from QALB**,"Document_ID: ''S470_T2_F_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,3,5,4,2,4,3,3
QALB,77,**Replace with orignal text from QALB**,"Document_ID: ''S485_T2_F_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,3,4,3,2,3,3,2
QALB,78,**Replace with orignal text from QALB**,"Document_ID: ''S489_T1_F_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,2,1,1,1,1,1,1
QALB,79,**Replace with orignal text from QALB**,"Document_ID: ''S471_T1_F_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,2,3,3,1,3,3,3
QALB,80,**Replace with orignal text from QALB**,"Document_ID: ''S490_T1_F_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,3,3,3,2,3,2,3
QALB,81,**Replace with orignal text from QALB**,"Document_ID: ''S484_T1_F_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,3,3,3,1,3,2,3
QALB,82,**Replace with orignal text from QALB**,"Document_ID: ''S505_T3_M_Uni_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,5,4,4,2,4,3,3
QALB,83,**Replace with orignal text from QALB**,"Document_ID: ''S479_T1_F_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,3,3,3,2,2,3,3
QALB,84,**Replace with orignal text from QALB**,"Document_ID: ''S835_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Dev",السفر,2,3,3,2,3,2,3
QALB,85,**Replace with orignal text from QALB**,"Document_ID: ''S511_T2_M_Uni_NNAS_S_C_001.ar'', Original_Split:Dev",السفر,1,1,2,1,1,1,3
QALB,86,**Replace with orignal text from QALB**,"Document_ID: ''S831_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Dev",السفر,2,3,3,2,3,2,3
QALB,87,**Replace with orignal text from QALB**,"Document_ID: ''S822_T2_F_Pre_NNAS_W_H_001.ar'', Original_Split:Dev",التعليم,4,3,3,2,4,2,3
QALB,88,**Replace with orignal text from QALB**,"Document_ID: ''S529_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,1,1,2,1,1,1,1
QALB,89,**Replace with orignal text from QALB**,"Document_ID: ''S815_T2_F_Pre_NNAS_W_H_001.ar'', Original_Split:Dev",التعليم,3,4,4,1,2,2,3
QALB,90,**Replace with orignal text from QALB**,"Document_ID: ''S520_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,2,3,2,2,2,1,3
QALB,91,**Replace with orignal text from QALB**,"Document_ID: ''S827_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Dev",السفر,3,3,3,2,3,2,3
QALB,92,**Replace with orignal text from QALB**,"Document_ID: ''S241_T1_F_Pre_NNAS_W_H_001.ar'', Original_Split:Dev",السفر,3,2,3,1,2,3,3
QALB,93,**Replace with orignal text from QALB**,"Document_ID: ''S256_T2_M_Pre_NNAS_W_C_002.ar'', Original_Split:Dev",الحياة اليومية,3,2,3,1,2,2,3
QALB,94,**Replace with orignal text from QALB**,"Document_ID: ''S245_T1_F_Pre_NNAS_W_H_001.ar'', Original_Split:Dev",السفر,2,4,3,2,3,2,3
QALB,95,**Replace with orignal text from QALB**,"Document_ID: ''S254_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,3,3,3,2,3,2,3
QALB,96,**Replace with orignal text from QALB**,"Document_ID: ''S124_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,3,4,3,1,3,2,3
QALB,98,**Replace with orignal text from QALB**,"Document_ID: ''S245_T2_F_Pre_NNAS_W_H_002.ar'', Original_Split:Dev",التعليم,3,1,2,1,1,1,1
QALB,99,**Replace with orignal text from QALB**,"Document_ID: ''S156_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,3,4,3,2,4,2,3
QALB,100,**Replace with orignal text from QALB**,"Document_ID: ''S138_T1_M_Pre_NNAS_W_C_002.ar'', Original_Split:Dev",السفر,3,2,3,2,2,2,3
QALB,101,**Replace with orignal text from QALB**,"Document_ID: ''S154_T1_M_Pre_NNAS_W_C_002.ar'', Original_Split:Dev",السفر,3,1,2,1,1,1,1
QALB,102,**Replace with orignal text from QALB**,"Document_ID: ''S842_T1_M_Pre_NNAS_W_H_002.ar'', Original_Split:Dev",السفر,1,1,1,1,1,1,1
QALB,103,**Replace with orignal text from QALB**,"Document_ID: ''S848_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Dev",السفر,2,3,3,2,3,2,3
QALB,104,**Replace with orignal text from QALB**,"Document_ID: ''S843_T1_M_Pre_NNAS_W_H_002.ar'', Original_Split:Dev",السفر,4,3,3,1,2,2,3
QALB,105,**Replace with orignal text from QALB**,"Document_ID: ''S847_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Dev",السفر,2,4,3,2,4,2,3
QALB,106,**Replace with orignal text from QALB**,"Document_ID: ''S843_T2_M_Pre_NNAS_W_H_001.ar'', Original_Split:Dev",التعليم,3,4,4,1,3,4,3
QALB,107,**Replace with orignal text from QALB**,"Document_ID: ''S839_T2_M_Pre_NNAS_W_H_001.ar'', Original_Split:Dev",التعليم,3,3,3,1,4,3,3
QALB,108,**Replace with orignal text from QALB**,"Document_ID: ''S820_T2_F_Pre_NNAS_W_H_001.ar'', Original_Split:Dev",التعليم,3,5,4,2,4,4,3
QALB,109,**Replace with orignal text from QALB**,"Document_ID: ''S851_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Dev",السفر,4,3,3,2,4,2,3
QALB,110,**Replace with orignal text from QALB**,"Document_ID: ''S842_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Dev",السفر,3,3,3,2,2,3,3
QALB,111,**Replace with orignal text from QALB**,"Document_ID: ''S287_T2_M_Pre_NNAS_S_C_001.ar'', Original_Split:Dev",التعليم,2,5,3,2,4,3,3
QALB,112,**Replace with orignal text from QALB**,"Document_ID: ''S373_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,3,4,3,2,3,3,3
QALB,113,**Replace with orignal text from QALB**,"Document_ID: ''S384_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,2,3,3,1,3,2,2
QALB,114,**Replace with orignal text from QALB**,"Document_ID: ''S287_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,3,4,4,2,4,3,3
QALB,115,**Replace with orignal text from QALB**,"Document_ID: ''S301_T2_M_Pre_NNAS_W_C_002.ar'', Original_Split:Dev",التعليم,2,2,2,1,1,2,3
QALB,116,**Replace with orignal text from QALB**,"Document_ID: ''S297_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,3,4,4,2,3,3,3
QALB,117,**Replace with orignal text from QALB**,"Document_ID: ''S311_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,4,3,4,2,2,3,3
QALB,118,**Replace with orignal text from QALB**,"Document_ID: ''S259_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",السفر,2,3,3,1,2,2,3
QALB,119,**Replace with orignal text from QALB**,"Document_ID: ''S507_T3_M_Uni_NNAS_S_C_003.ar'', Original_Split:Dev",التعليم,2,3,2,1,2,1,3
QALB,120,**Replace with orignal text from QALB**,"Document_ID: ''S037_T4_M_Pre_NNAS_W_H_003.ar'', Original_Split:Dev",الثقافة,5,4,5,1,4,4,3
QALB,121,**Replace with orignal text from QALB**,"Document_ID: ''S506_T1_M_Uni_NNAS_W_C_002.ar'', Original_Split:Dev",السفر,4,1,2,1,1,1,1
QALB,122,**Replace with orignal text from QALB**,"Document_ID: ''S179_T3_M_Pre_NNAS_S_C_002.ar'', Original_Split:Dev",التعليم,2,3,2,2,1,2,3
QALB,123,**Replace with orignal text from QALB**,"Document_ID: ''S257_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Dev",التعليم,3,4,3,1,4,3,3
QALB,124,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona21.ar'', Original_Split:Dev",سياسية,1,3,3,1,3,2,3
QALB,125,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona45.ar'', Original_Split:Dev",الثقافة,3,3,3,2,2,2,3
QALB,126,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona40.ar'', Original_Split:Dev",السفر,1,1,1,1,1,1,1
QALB,127,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona08.ar'', Original_Split:Dev",التعليم,3,3,3,1,2,2,3
QALB,128,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona04.ar'', Original_Split:Dev",الإعلان,1,1,2,1,1,2,3
QALB,129,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona75.ar'', Original_Split:Dev",الثقافة,2,3,2,1,2,2,3
QALB,130,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona90.ar'', Original_Split:Dev",الحياة اليومية,1,1,1,1,1,1,1
QALB,131,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona65.ar'', Original_Split:Dev",الحياة اليومية,1,1,1,1,1,1,3
QALB,132,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona131.ar'', Original_Split:Dev",الحب,1,1,1,1,1,1,1
QALB,133,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona105.ar'', Original_Split:Dev",الحياة اليومية,1,1,1,1,1,1,1
QALB,134,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona112.ar'', Original_Split:Dev",التعليم,1,1,1,1,1,1,1
QALB,135,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona150.ar'', Original_Split:Dev",سياسية,2,3,3,1,2,3,3
QALB,136,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona116.ar'', Original_Split:Dev",التعليم,2,2,3,1,2,2,3
QALB,137,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona109.ar'', Original_Split:Dev",التعليم,1,2,2,1,2,2,3
QALB,138,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona134.ar'', Original_Split:Dev",الثقافة,2,2,2,1,1,2,3
QALB,139,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona164.ar'', Original_Split:Dev",سياسية,2,4,3,1,3,3,3
QALB,140,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona155.ar'', Original_Split:Dev",سياسية,2,3,3,1,2,2,3
QALB,141,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona199.ar'', Original_Split:Dev",التعليم,3,3,3,1,3,2,3
QALB,142,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona190.ar'', Original_Split:Dev",الحياة اليومية,1,1,1,1,1,1,1
QALB,143,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona188.ar'', Original_Split:Dev",الثقافة,2,2,2,1,2,2,3
QALB,144,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona184.ar'', Original_Split:Dev",الإسلام,3,5,5,2,5,4,3
